Word	POS
كله	كل/NOUN-MS+ه/PRON
يحضر	يحضر/V
هدية	هدي/NOUN-FS+ة/NSUFF
عيد	عيد/NOUN-MS
الام	ال/DET+أم/NOUN-FS
.	./PUNC
بوسوا	بوس/V+وا/PRON
أيد	إيد/NOUN-FS
امهاتكوا	أم/NOUN-FP+هات/NSUFF+كم/PRON
واشكروا	و/CONJ+اشكر/V+وا/PRON
ربنا	رب/NOUN-MS+نا/PRON
انهم	إن/PART+هم/PRON
عايشين	عايش/ADJ-MP+ين/NSUFF
وسطنا	وسط/NOUN-MS+نا/PRON
--------------------	-/PUNC
من ساعة ما	من/PREP ساع/NOUN-FS+ة/NSUFF ما/PART
أمي	أم/NOUN-FS+ي/NSUFF
قالتلي	قال/V+ت/PRON ل/PREP+ي/PRON
"	"/PUNC
إوعى	إوعى/V
ياخدوا	يأخد/V+وا/PRON
منك	ب/PREP+ك/PRON
سندوتشاتك	ساندوتش/NOUN-FP+ات/NSUFF+ك/PRON
"	"/PUNC
في	في/PREP
أول يوم مدرسه	أول/ADJ-MS يوم/NOUN-MS مدرس/NOUN-FS+ة/NSUFF
فهمت	فهم/V+ت/PRON
ان	إن/PART
الدنيا	ال/DET+دنيا/NOUN-FS
مفيهاش	ما/PART في/PREP+ها/PRON+ش/NEG-PART
أمان	أمان/NOUN-MS
.	./PUNC
--------------------	-/PUNC
ربنا يكفيك	رب/NOUN-MS+نا/PRON يكفي/V+ك/PRON
شر	شر/NOUN-MS
اللي	اللي/PRON
عامل فيها	عامل/ADJ-MS في/PREP+ها/PRON
قريب	قريب/ADJ-MS
وهو	و/CONJ+هو/PRON
بيدبرلك	ب/PROG-PART+يدبر/V ل/PREP+ك/PRON
عشان	علشان/PART
يكسرك	يكسر/V+ك/PRON
!	!/PUNC
بس	بس/PART
علي	على/PREP
مين	مين/PART
هأو	هأو/PART
--------------------	-/PUNC
يارب	يا/PART رب/NOUN-MS
نجحنا	نجح/V+نا/PRON
عشان خاطر	علشان/PART خاطر/NOUN-MS
اهلينا	أهالي/NOUN-MP+نا/PRON
بس	بس/ADV
احنا	إحنا/PRON
منستاهلش	ما/PART نستاهل/V+ش/NEG-PART
والله	و/CONJ+الله/NOUN-MS
,	,/PUNC
--------------------	-/PUNC
٤	٤/NUM
-	-/PUNC
تعالالي	تعالى/V ل/PREP+ي/PRON
انت	إنت/PRON
بقى	بقى/ADV
ياللي	يا/PART اللي/PRON
بتتكلم	ب/PROG-PART+تتكلم/V
مع	مع/PART
واحدة	واحد/NOUN-FS+ة/NSUFF
زي	زي/NOUN-MS
اختك	أخت/NOUN-FS+ك/PRON
و بتتعامل	و/CONJ+ب/PROG-PART+تتعامل/V
معاها	معا/PART+ها/PRON
زي	زي/NOUN-MS
اختك	أخت/NOUN-FS+ك/PRON
وبتطمن	و/CONJ+ب/PROG-PART+تطمن/V
عليها	على/PREP+ها/PRON
زي	زي/NOUN-MS
اختك	أخت/NOUN-FS+ك/PRON
بردو	برضه/ADV
،	،/PUNC
بزمتك	ب/PREP+ذم/NOUN-FS+ة/NSUFF+ك/PRON
بتتكلم	ب/PROG-PART+تتكلم/V
مع	مع/PART
اختك	أخت/NOUN-FS+ك/PRON
٢٤ساعه	24/NUM ساع/NOUN-FM+ة/NSUFF
ف	في/PREP
اليوم	في/PREP ال/DET+يوم/NOUN-MS
؟	؟/PUNC
--------------------	-/PUNC
اى	أي/PART
راجل	راجل/NOUN-MS
بيبرر	ب/PROG-PART+يبرر/V
التحرش	ال/DET+تحرش/NOUN-MS
لازم	لازم/ADJ-MS
يعرف	يعرف/V
انه	إن/PART+ه/PRON
كدة	كده/ADV
بيفضح	ب/PROG-PART+يفضح/V
نفسه	نفس/NOUN-FS+ه/PRON
هو	هو/PRON
..	./PUNC ./PUNC
بتفضح	ب/PROG-PART+تفضح/V
نفسك	نفس/NOUN-FS+ك/PRON
ان	إن/PART
رجولتك	رجول/NOUN-FS+ة/NSUFF+ك/PRON
ناقصة	ناقص/ADJ-FS+ة/NSUFF
وبتلوم	و/CONJ+ب/PROG-PART+تلوم/V
الضحية	ال/DET+ضحي/NOUN-FS+ة/NSUFF
عشان	علشان/PART
ماتشعرش	ما/PART تشعر/V+ش/NEG-PART
بمسئوليتك	"
ب/PREP+مسئولي/NOUN-FS+ة/NSUFF+ك/PRON"
اللى	اللي/PRON
معملتهاش	ما/PART عمل/V+ت/PRON+ها/PRON+ش/NEG-PART
--------------------	-/PUNC
فكر	فكر/V
كده	كده/ADV
في	في/PREP
موقف	موقف/NOUN-MS
ام	أم/NOUN-FS
كل	كل/NOUN-MS
شهيد	شهيد/NOUN-MS
او	أو/CONJ
ام	أم/NOUN-FS
كل	كل/NOUN-MS
مسجون	مسجون/NOUN-MS
لما	لما/PART
تشوف	تشوف/V
ان	إن/PART
فيفي	فيفي/NOUN-FS
عبده	عبده/NOUN-MS
بئت	بق/V+ت/PRON
أم	أم/NOUN-FS
مثاليه	مثالي/ADJ-FS+ة/NSUFF
وبيهملوا	و/CONJ+ب/PROG-PART+يهمل/V+وا/PRON
ولادهم	ولاد/NOUN-MP+هم/PRON
!	!/PUNC
موقف	موقف/NOUN-MS
يدعو	يدعو/V
للاشمئزاز	ل/PREP+ال/DET+اشمئزاز/NOUN-MS
وموقف	و/CONJ+موقف/NOUN-MS
قذر	قذر/ADJ-MS
من	من/PREP
بلد	بلد/NOUN-FS
اقذر	أقذر/ADJ-MS
.	./PUNC
!	!/PUNC
--------------------	-/PUNC
هما ليه	هما/PRON ليه/PART
ميعملوش	ما/PART يعمل/V+وا/PRON+ش/NEG-PART
امتحان	امتحان/NOUN-MS
اخر	آخر/NOUN-MS
الاجازه	ال/DET+أجاز/NOUN-FS+ة/NSUFF
زي	زي/NOUN-MS
امتحان	امتحان/NOUN-MS
اخر	آخر/NOUN-MS
السنه	ال/DET+سن/NOUN-FS+ة/NSUFF
كدة	كده/ADV
؟	؟/PUNC
ونسقط	و/CONJ+نسقط/V
بقى	بقى/ADV
ونعيد	و/CONJ+نعيد/V
الاجازه	ال/DET+أجاز/NOUN-FS+ة/NSUFF
من	من/PREP
الاول	ال/DET+أول/NOUN-MS
وكده	و/CONJ+كده/ADV
.	./PUNC
--------------------	-/PUNC
@Dr_Wessam	@Dr_Wessam/MENTION
البنات	ال/DET+بن/NOUN-FP+ات/NSUFF
زمان	زمان/NOUN-MS
كانوا	كان/V+وا/PRON
بيطلعوا	ب/PROG-PART+يطلع/V+وا/PRON
اتوبيس	أتوبيس/NOUN-MS
هيئه	هيئ/NOUN-FS+ة/NSUFF
النقل	ال/DET+نقل/NOUN-MS
العام	ال/DET+عام/ADJ-MS
بالمينى چيب	ب/PREP+ال/DET+ميني/NOUN-MS جيب/NOUN-FS
وبينزلوا	و/CONJ+ب/PROG-PART+ينزل/V+وا/PRON
سالمين	سالم/ADJ-MP+ين/NSUFF
غانمين	غانم/ADJ-MP+ين/NSUFF
!!	!/PUNC !/PUNC
دلوقتي	دلوقتي/ADV
تبقى	تبقى/V
محجبه	محجب/ADJ-FS+ة/NSUFF
ويشد	و/CONJ+يشد/V
حجابها	حجاب/NOUN-MS+ها/PRON
!!	!/PUNC !/PUNC
--------------------	-/PUNC
@_mohamedkhalifa	@_mohamedkhalifa/MENTION
ماتخليش	ما/PART تخل/V+ي/PRON+ش/NEG-PART
بتوع الخليج	بتوع/NOUN-MS ال/DET+خليج/NOUN-MS
يزعلوا	يزعل/V+وا/PRON
مننا	من/PREP+نا/PRON
بقى	بقى/ADV
يا	يا/PART
حماده	حماد/NOUN-MS+ة/NSUFF
;)	;)/EMOT
--------------------	-/PUNC
إنتى	إنتي/PRON
كلام	كلام/NOUN-MS
فى	في/PREP
أغنية	أغني/NOUN-FS+ة/NSUFF
بس	بس/PART
ماتغنتش	ما/PART تغن/V+ت/PRON+ش/NEG-PART
ليا	لي/PREP+ا+/PRON
إنى	إنتي/PRON
سيرة	سير/NOUN-FS+ة/NSUFF
كل	كل/NOUN-MS
يوم	يوم/NOUN-MS
إانتى	إنتي/PRON
حكاية	حكاي/NOUN-FS+ة/NSUFF
قبل	قبل/NOUN-MS
النوم	ال/DET+نوم/NOUN-MS
...	./PUNC ./PUNC ./PUNC
--------------------	-/PUNC
لما	لما/PART
تبقى	تبقى/V
محشور	محشور/ADJ-MS
فى	في/PREP
الحاجه	ال/DET+حاج/NOUN-FS+ة/NSUFF
مش هتشوفها	مش/PART ه/FUT-PART+تشوف/V+ها/PRON
كويس	كويس/ADV
من	من/PREP
كتر	كتر/NOUN-MS
ماهى	ما/PART هي/PRON
محوطاك	محاوط/ADJ-FS+ة/NSUFF+اك/PRON
وقريبه	و/CONJ+قريب/NOUN-FS+ة/NSUFF
من	من/PREP
عينك	عين/NOUN-FS+ك/PRON
،	،/PUNC
لازم	لازم/ADJ-MS
تطلع	تخرج/V
و تشوفها	و/CONJ+تشوف/V+ها/PRON
من بره	من/PREP بر/NOUN-FS+ة/NSUFF
ومن	و/CONJ+من/PREP
بعيد	بعيد/ADJ-MS
،	،/PUNC
هتلاحظ	ه/FUT-PART+تلاحظ/V
فرق	فرق/NOUN-MS
شاسع	شاسع/ADJ-MS
.	./PUNC
--------------------	-/PUNC
اللي	اللي/PRON
يقول	يقول/V
انا	أنا/PRON
مبحبش	ما/PART ب/PROG-PART+أحب/V+ش/NEG-PART
#	#/HASH
اسلوبك	أسلوب/NOUN-MS+ك/PRON
.	./PUNC
،	،/PUNC
أنـا	أنا/PRON
اصلا	أصلا/ADV
لو	لو/PART
كنت	كن/V+ت/PRON
بحبك	ب/PROG-PART+أحب/V+ك/PRON
كنت	كن/V+ت/PRON
غيرت	غير/V+ت/PRON
#	#/HASH
اسلوبي	أسلوب/NOUN-MS+ي/PRON
معاك	معا/PART+ك/PRON
:)	:)/EMOT
.	./PUNC
،	،/PUNC
--------------------	-/PUNC
فكرك	فكر/NOUN-FS+ك/PRON
الكلام	ال/DET+كلام/NOUN-MS
اللي	اللي/PRON
بيتقال	ب/PROG-PART+يتقال/V
عليا	على/PREP+يا/PRON
مش	مش/PART
بيوصلي	ب/PROG-PART+يوصل/V ل/PREP+ي/PRON
؟	؟/PUNC
لا	لا/PART
بيوصل	ب/PROG-PART+يوصل/V
والله	و/CONJ+الله/NOUN-MS
بس	بس/PART
انا	أنا/PRON
لو	لو/PART
اتكلمت	اتكلم/V+ت/PRON
زيك	زي/NOUN-MS+ك/PRON
ابقى	أبقى/V
أبقى	أبقى/V
قليل	قليل/ADJ-MS
الأصل	ال/DET+أصل/NOUN-MS
،	،/PUNC
و انا	و/CONJ+أنا/PRON
أمي	أم/NOUN-FS+ي/NSUFF
علمتني	علم/V+ت/PRON+ني/PRON
الأصول	ال/DET+أصول/NOUN-FP
--------------------	-/PUNC
ممكن	ممكن/ADJ-MS
لما	لما/PART
تحب	تحب/V
حد	حد/NOUN-MS
تحاول	تحاول/V
متجرحوش	ما/PART تجرح/V+هو/PRON+ش/NEG-PART
لانه	ل/PREP+أن/PART+ه/PRON
هيتعب	ه/FUT-PART+يتعب/V
اوى	قوي/ADV
وهيقوى	و/CONJ+ه/FUT-PART+يقوى/V
واول	و/CONJ+أول/ADJ-MS
ما	ما/PART
يقوى	يقوى/V
هيقوى	ه/FUT-PART+يقوى/V
عليك	على/PREP+ك/PRON
انت	إنت/PRON
#	#/HASH
نصيحه	نصيح/NOUN-FS+ة/NSUFF
--------------------	-/PUNC
احساس	إحساس/NOUN-MS
وحش	وحش/ADJ-MS
اما	أما/PART
يكون	يكون/V
قدامك	قدام/NOUN-MS+ك/PRON
حد	حد/NOUN-MS
هتموت	ه/FUT-PART+تموت/V
وتسلم	و/CONJ+تسلم/V
عليه	على/PREP+ه/PRON
بس فى حاجة	بس/PART في/PREP+ه/PRON حاج/NOUN-FS+ة/NSUFF
جواك	جوا/NOUN-FS+ك/PRON
بتقولك	ب/PROG-PART+تقول/V ل/PREP+ك/PRON
"	"/PUNC
انت فاكر	أنت/PRON فاكر/ADJ-MS
هو	هو/PRON
عمل معاك ايه	عمل/V معا/PART+ك/PRON إيه/PART
"	"/PUNC
--------------------	-/PUNC
اجمل	أجمل/ADJ-MS
احساس	إحساس/NOUN-MS
انك	إن/PART+ك/PRON
تبقي	تبقى/V
قاعد	قاعد/ADJ-MS
و تيجي	و/CONJ+تيجي/V
عينك	عين/NOUN-FS+ك/PRON
علي	على/PREP
حد	حد/NOUN-MS
بتحبه	ب/PROG-PART+تحب/V+ه/PRON
تلاقيه	تلاق/V+ي/PRON+ه/PRON
باصص عليك	باصص/ADJ-MS على/PREP+ك/PRON
..	./PUNC ./PUNC
و الاجمل	و/CONJ+ال/DET+أجمل/ADJ-MS
لما	لما/PART
يتكسف	يتكسف/V
.....	./PUNC ./PUNC ./PUNC ./PUNC ./PUNC
--------------------	-/PUNC
الغريبة	ال/DET+غريب/ADJ-FS+ة/NSUFF
فعلا	فعلا/ADV
إن	إن/PART
ماحدش	ما/PART حد/NOUN-MS+ش/NEG-PART
خد باله	خد/V بال/NOUN-MS+ه/PRON
و لا	و/CONJ+لا/PART
حتى	حتى/PART
خريجين	خريج/NOUN-MP+ين/NSUFF
الحقوق	ال/DET+حقوق/NOUN-FS
على	على/PREP
تويتر	تويتر/NOUN-MS
من	من/PREP
التحايل	ال/DET+تحايل/NOUN-MS
على	على/PREP
قانون	قانون/NOUN-MS
الإنتخابات	ال/DET+انتخاب/NOUN-FP+ات/NSUFF
الي	اللي/PRON
#	#/HASH
خالد	خالد/NOUN-MS
_	_/PUNC
علي	علي/NOUN-MS
بيعمله	ب/PROG-PART+يعمل/V+ه/PRON
#	#/HASH
pt	pt/FOREIGN
--------------------	-/PUNC
أي	أي/PART
حد	حد/NOUN-MS
هايقولي	ه/FUT-PART+يقول/V ل/PREP+ي/PRON
ما كانش فيه	ما/PART كان/V+ش/NEG-PART في/PREP+ه/PRON
الكلام ده	ال/DET+كلام/NOUN-MS ده/PRON
أيام	أيام/NOUN-FP
مبارك	مبارك/NOUN-MS
يبقى	يبقى/V
ما كانش	ما/PART كان/V+ش/NEG-PART
بيروح	ب/PROG-PART+يروح/V
الجامعة	ال/DET+جامع/NOUN-FS+ة/NSUFF
.....	./PUNC ./PUNC ./PUNC ./PUNC ./PUNC
كل	كل/NOUN-MS
الوساخة دي	ال/DET+وساخ/NOUN-FS+ة/NSUFF دي/PRON
كانت	كان/V+ت/PRON
موجودة	موجود/ADJ-FS+ة/NSUFF
انتو	إنتو/PRON
بس	بس/ADV
كنتوا	كن/V+تم/PRON
في	في/PREP
الفقاعة	ال/DET+فقاع/NOUN-FS+ة/NSUFF
.	./PUNC
#	#/HASH
مغيبيبن	مغيب/ADJ-MP+ين/NSUFF
--------------------	-/PUNC
هو صحيح	هو/PRON صحيح/ADJ-MS
مفيش	ما/PART في/PREP+ش/NEG-PART
حد	حد/NOUN-MS
بيموت	ب/PROG-PART+يموت/V
عشان	علشان/PART
حد	حد/NOUN-MS
..	./PUNC ./PUNC
بس	بس/PART
فى	في/PREP+ه/PRON
حد	حد/NOUN-MS
بيفضل	ب/PROG-PART+يفضل/V
مش	مش/PART
سعيد	سعيد/ADJ-MS
بسبب	ب/PREP+سبب/NOUN-MS
حد	حد/NOUN-MS
..	./PUNC ./PUNC
و دا	و/CONJ+ده/PRON
و الموت	و/CONJ+ال/DET+موت/NOUN-MS
ميفرقوش	ما/PART يفرق/V+وا/PRON+ش/NEG-PART
حاجه	حاج/NOUN-FS+ة/NSUFF
عن	عن/PREP
بعض	بعض/NOUN-MS
.	./PUNC
--------------------	-/PUNC
عارفين	عارف/ADJ-MP+ين/NSUFF
انتو	إنتو/PRON
الشخصيه	ال/DET+شخصي/NOUN-FS+ة/NSUFF
الي	اللي/PRON
بتيجي	ب/PROG-PART+تيجي/V
ف	في/PREP
وسط	وسط/NOUN-MS
عياطك	عياط/NOUN-MS+ك/PRON
وتقولك	و/CONJ+تقول/V ل/PREP+ك/PRON
انت	إنت/PRON
شكلك	شكل/NOUN-MS+ك/PRON
كيوت	كيوت/ADJ-MS
اوي	قوي/ADV
وانت	و/CONJ+أنت/PRON
بتعيط	ب/PROG-PART+تعيط/V
ويشد	و/CONJ+يشد/V
ف	في/PREP
خدودك	خدود/NOUN-FP+ك/PRON
العالم دي	ال/DET+عالم/NOUN-MP دي/PRON
هتموت	ه/FUT-PART+تموت/V
محروقه	محروق/ADJ-FS+ة/NSUFF
:D	:D/EMOT
--------------------	-/PUNC
هو	هو/PRON
علاء	علاء/NOUN-MS
صادق	صادق/NOUN-MS
ماله	ما/PART ل/PREP+ه/PRON
ومال	و/CONJ+ما/PART ل/PREP
البابا	ال/DET+بابا/NOUN-MS
تواضرس	تواضرس/NOUN-MS
؟	؟/PUNC
ليه	ليه/PART
مصمم	مصمم/ADJ-MS
يقلبها	يقلب/V+ها/PRON
فتنة	فتن/NOUN-FS+ة/NSUFF
طائفية	طائفي/ADJ-FS+ة/NSUFF
؟	؟/PUNC
اللعبة دى	ال/DET+لعب/NOUN-FS+ة/NSUFF دي/PRON
اتهرست	اتهرس/V+ت/PRON
ف	في/PREP
ميت	ميت/NUM
فيلم	فيلم/NOUN-MS
قبل كده	قبل/NOUN-MS كده/PRON
ومانفعتش	و/CONJ+ما/PART نفع/V+ت/PRON+ش/NEG-PART
كان	كان/V
غيرك	غير/NOUN-MS+ك/PRON
اشطر	أشطر/ADJ-MS
شوفلك	شوف/V ل/PREP+ك/PRON
غيرها	غير/NOUN-MS+ها/PRON
--------------------	-/PUNC
مش لازم	مش/PART لازم/ADJ-MS
تعامل	تعامل/V
حد	حد/NOUN-MS
بالمثل	ب/PREP+ال/DET+مثل/NOUN-MS
لان	ل/PREP+أن/PART
كل	كل/NOUN-MS
واحد	واحد/NOUN-MS
بيتعامل	ب/PROG-PART+يتعامل/V
بأخلاقه	ب/PREP+أخلاق/NOUN-FP+ه/PRON
انت	إنت/PRON
ممكن	ممكن/ADJ-MS
تبعد	تبعد/V
خالص	خالص/ADV
وتبقا	و/CONJ+تبقى/V
وفرت	وفر/V+ت/PRON
ع	على/PREP
نفسك	نفس/NOUN-FS+ك/PRON
النفاق	ال/DET+نفاق/NOUN-MS
ع	على/PREP
الاقل	ال/DET+أقل/ADJ-MS
!	!/PUNC
--------------------	-/PUNC
@yehiazak	@yehiazak/MENTION
ما أنا	ما/PART أنا/PRON
قلتلها	قل/V+ت/PRON ل/PREP+ها/PRON
كده	كده/ADV
،،	،/PUNC ،/PUNC
عارف	عارف/ADJ-MS
الكارثه فين	ال/DET+كارث/NOUN-FS+ة/NSUFF فين/PART
!!	!/PUNC !/PUNC
أنها	أن/PART+ها/PRON
حتربى	ه/FUT-PART+تربي/V
ولدها	ولاد/NOUN-MP+ها/PRON
ان	إن/PART
الفعل ده	ال/DET+فعل/NOUN-MS ده/PRON
مبرر	مبرر/ADJ-MS
و بكده	و/CONJ+ب/PREP+كده/ADV
حنشيل	ه/FUT-PART+نشيل/V
قرف	قرف/NOUN-MS
تربيه	تربي/NOUN-FS+ة/NSUFF
وسخه	وسخ/ADJ-FS+ة/NSUFF
مريضه	مريض/ADJ-FS+ة/NSUFF
تانى	تاني/ADV
--------------------	-/PUNC
احنا	إحنا/PRON
مش عايزين	مش/PART عايز/ADJ-MP+ين/NSUFF
نموت	نموت/V
نفسنا	نفس/NOUN-FS+نا/PRON
..	./PUNC ./PUNC
احنا	إحنا/PRON
في حاجات	في/PREP+ه/PRON حاج/NOUN-FP+ات/NSUFF
معينة	معين/ADJ-MP+ة/NSUFF
في	في/PREP
حياتنا	حيا/NOUN-FS+ة/NSUFF+نا/PRON
نفسنا	نفس/NOUN-FS+نا/PRON
نموتها	نموت/V+ها/PRON
--------------------	-/PUNC
انا	أنا/PRON
مش فاهمة	مش/PART فاهم/ADJ-FS+ة/NSUFF
طلاب	طلاب/NOUN-MP
المدارس	ال/DET+مدارس/NOUN-FP
اللي	اللي/PART
في	في/PREP
الاسكندرية	ال/DET+إسكندري/NOUN-FS+ة/NSUFF
رفضين	رافض/ADJ-MP+ين/NSUFF
لية	ليه/PART
ان	إن/PART
المدرسة	ال/DET+مدرس/NOUN-FS+ة/NSUFF
يكون	يكون/V
عليها	على/PREP+ها/PRON
حرص	حرس/NOUN-MS
!!	!/PUNC !/PUNC
و طلاب	و/CONJ+طلاب/NOUN-MP
الازهر	ال/DET+أزهر/NOUN-MS
معترضين	معترض/ADJ-MD+ين/NSUFF
كمان	كمان/ADV
اية	إيه/PART
الهبل دا	ال/DET+هبل/NOUN-MS ده/PRON
دول	دول/PRON
لحميتهم	ل/PREP+حماي/NOUN-FS+ة/NSUFF+هم/PRON
اصلا	أصلا/ADV
--------------------	-/PUNC
مش هيحصل	مش/PART ه/FUT-PART+يحصل/V
حاجة	حاج/NOUN-FS+ة/NSUFF
لما	لما/PART
يخرج	يخرج/V
من	من/PREP
حياتك	حيا/NOUN-FS+ة/NSUFF+ك/PRON
واحد	واحد/NOUN-MS
او	أو/CONJ
اتنين	اثنين/NUM
او	أو/CONJ
عشرة	عشر/NUM+ة/NSUFF
خليك	خل/V+ي/PRON+ك/PRON
مع	مع/PART
نفسك	نفس/NOUN-FS+ك/PRON
و مع	و/CONJ+مع/PART
ربك	رب/NOUN-MS+ك/PRON
هتكسب	ه/FUT-PART+تكسب/V
!	!/PUNC
--------------------	-/PUNC
@Al3askarY@AlMasryAlYoum	@Al3askarY@AlMasryAlYoum/MENTION
غلط	غلط/NOUN-MS
و علشان	و/CONJ+علشان/PART
يفتحولهم	يفتح/V+وا/PRON ل/PREP+هم/PRON
حساب	حساب/NOUN-MS
فى	في/PREP
أمريكا	أمريكا/NOUN-FS
لأن	ل/PREP+أن/PART
معندهمش	ما/PART عند/NOUN-MS+هم/PRON+ش/NEG-PART
حساب	حساب/NOUN-MS
علشان	علشان/PART
يقفلوه	يقفل/V+وا/PRON+ه/PRON
--------------------	-/PUNC
ياريت	يا/PART ريت/NOUN-MS
الناس	ال/DET+ناس/NOUN-MP
الي	اللي/PART
ماتفرجتش	ما/PART تفرج/V+ت/PRON+ش/NEG-PART
على	على/PREP
المؤتمر	ال/DET+مؤتمر/NOUN-MS
تتفرج	تتفرج/V
تاني	تاني/ADV
و تعيد	و/CONJ+تعيد/V
حسابتها	حساب/NOUN-FP+ات/NSUFF+ها/PRON
-	-/PUNC
#	#/HASH
خالد	خالد/NOUN-MS
_	_/PUNC
علي	علي/NOUN-MS
مابينسحبش	ما/PART ب/PROG-PART+ينسحب/V+ش/NEG-PART
من	من/PREP
إنتخابات	انتخاب/NOUN-FP+ات/NSUFF
رئاسة	رئاس/NOUN-FS+ة/NSUFF
الجمهورية	ال/DET+جمهوري/NOUN-FS+ة/NSUFF
http://t.co/v8taJ2DKvE	http:\\t.co\v8taJ2DKvE/URL
--------------------	-/PUNC
أنا	أنا/PRON
محتاجة	محتاج/ADJ-FP+ة/NSUFF
اجيب	أجيب/V
شخص	شخص/NOUN-MS
لبناني	لبناني/ADJ-MS
يتكلم	يتكلم/V
معايا	معا/PART+يا/PRON
في	في/PREP
اي	أي/PART
كلام	كلام/NOUN-MS
عشان	علشان/PART
لهجتهم	لهج/NOUN-FS+ة/NSUFF+هم/PRON
بتبسطني	ب/PROG-PART+تبسط/V+ني/PRON
--------------------	-/PUNC
انا	أنا/PRON
لو	لو/PART
ذكرت	ذاكر/V+ت/PRON
10	10/NUM
ساعات	ساع/NOUN-FP+ات/NSUFF
و مسكت	و/CONJ+مسك/V+ت/PRON
الموبيل	ال/DET+موبايل/NOUN-MS
نص	نص/NOUN-MS
ساعة	ساع/NOUN-FS+ة/NSUFF
ابويا	أبو/NOUN-MS+يا/PRON
مش هيشوفنى	مش/PART ه/FUT-PART+يشوف/V+ني/PRON
غير	غير/NOUN-MS
فى	في/PREP
النص	ال/DET+نص/NOUN-MS
ساعه	ساع/NOUN-FS+ة/NSUFF
دى	دي/PRON
:D	:D/EMOT
--------------------	-/PUNC
أنام	أنام/V
مش	مش/PART
بشبع	ب/PROG-PART+أشبع/V
نووم	نوم/NOUN-MS
أذاكر	أذاكر/V
مش	مش/PART
بفهم	ب/PROG-PART+أفهم/V
حاجه	حاج/NOUN-FS+ة/NSUFF
أحب	أحب/V
متحبش	ما/PART أتحب/V+ش/NEG-PART
اتحب	أتحب/V
محبش	ما/PART أحب/V+ش/NEG-PART
!	!/PUNC
دي	دي/PRON
دنيا	دنيا/NOUN-FS
رخمممممممه	رخم/ADJ-FS+ة/NSUFF
اوى	قوي/ADV
!!	!/PUNC !/PUNC
خايف	خايف/ADJ-MS
أنتحر	أنتحر/V
مموتش	ما/PART أموت/V+ش/NEG-PART
--------------------	-/PUNC
لو	لو/PART
فعلا	فعلا/ADV
فيه ناس	في/PREP+ه/PRON ناس/NOUN-MP
"	"/PUNC
نواياهم	نوايا/NOUN-FP+هم/PRON
كويسة	كويس/ADJ-FS+ة/NSUFF
"	"/PUNC
نزلوا	نزل/V+وا/PRON
في	في/PREP
يناير	يناير/NOUN-MS
..	./PUNC ./PUNC
المفروض	ال/DET+مفروض/ADJ-MS
بنفس	ب/PREP+نفس/NOUN-MS
"	"/PUNC
النوايا	ال/DET+نوايا/NOUN-FP
الكويسة	ال/DET+جيد/ADJ-FS+ة/NSUFF
"	"/PUNC
دي	دي/PRON
ينتحروا	ينتحر/V+وا/PRON
بسبب	ب/PREP+سبب/NOUN-MS
القرف	ال/DET+قرف/NOUN-MS
اللي	اللي/PRON
لازم	لازم/ADJ-MS
نشوفه	نشوف/V+ه/PRON
علشان بس	علشان/PART بس/ADV
نرجع	نرجع/V
لحدود	ل/PREP+حدود/NOUN-FP
24	24/NUM
يناير	يناير/NOUN-MS
!	!/PUNC
--------------------	-/PUNC
مش لازم	مش/PART لازم/ADJ-MS
يكون	يكون/V
ليك	لي/PREP+ك+/PRON
"	"/PUNC
حبيب	حبيب/NOUN-MS
"	"/PUNC
عشان	علشان/PART
تكون	تكون/V
مبسوط	مبسوط/ADJ-MS
..	./PUNC ./PUNC
ممكن	ممكن/ADJ-MS
يكون	يكون/V
ليه	ل/PREP+ي+/PRON
صحاب	صحاب/NOUN-MP
اجدع	أجدع/ADJ-MS
واحن	و/CONJ+أحن/MS-MS
من	من/PREP
مليون	مليون/NUM
حبيب	حبيب/NOUN-MS
:)))	:)))/EMOT
--------------------	-/PUNC
كانت	كان/V+ت/PRON
فرصة	فرص/NOUN-FS+ة/NSUFF
بعد	بعد/NOUN-MS
جنات	جنات/NOUN-FS
ودياب	و/CONJ+دياب/NOUN-MS
يطلع	يطلع/V
المتحدث	ال/DET+متحدث/NOUN-MS
يعلن	يعلن/V
اسماء	أسماء/NOUN-FP
اللي	اللي/PART
قتلوا	قتل/V+وا/PRON
جنودنا	جنود/NOUN-MP+نا/PRON
في	في/PREP
رمضان	رمضان/NOUN-MS
وخطفوا	و/CONJ+خطف/V+وا/PRON
ال	ال/DET
7	7/NUM
اهو	أهو/ADV
مرسي	مرسي/NOUN-MS
مشي	مشي/V
وسينا	و/CONJ+سيناء/NOUN-FS
تحت	تحت/NOUN-MS
سيطرتنا	سيطر/NOUN-FS+ة/NSUFF+نا/PRON
تماما	تماما/ADV
…	…/PUNC
عايزين	عايز/ADJ-MP+ين/NSUFF
نعرفهم	نعرف/V+هم/PRON
--------------------	-/PUNC
الناس	ال/DET+ناس/NOUN-MP
الاغنيا	ال/DET+أغنيا/ADJ-MP
اللي	اللي/PART
تلاقيهم	تلاق/V+ي/PRON+هم/PRON
معووجين	معووج/ADJ-MP+ين/NSUFF
و ولاد	و/CONJ+ولاد/NOUN-MP
وسخه	وسخ/ADJ-FS+ة/NSUFF
تعرف	تعرف/V
علي طول	على/PREP طول/NOUN-MS
ان	إن/PART
اصلهم	أصل/NOUN-MS+هم/PRON
