,حلو,حلو,حلو,,حلو,
,حلوة,حلو+ة,حلو+ة,,حلو+ة,
,حلوه,حلو+ه,حلو+ه,,حلو+ه,
,حليب,حليب,حليب,,حليب,
,حمايه,حماي+ه,حماي+ه,,حماي+ه,
,حملتها,حمل+ت+ها,حمل+ت+ها,,حمل+ت+ها,
,حمله,حمل+ه,حمل+ه,,حمل+ه,
1,حنا,حنا,حن+ا,,حنا,
1,حنّا,حنا,حن+ا,,حنا,
,حنان,حنان,حنان,,حنان,
,حنانك,حنان+ك,حنان+ك,,حنان+ك,
,حنون,حنون,حنون,,حنون,
,حنين,حنين,حنين,,حنين,
,حياة,حيا+ة,حيا+ة,,حيا+ة,
,حياتكم,حيا+ت+كم,حيا+ت+كم,,حيا+ت+كم,
,حياتي,حيا+ت+ي,حياتي,,حيا+ت+ي,
,حياتي.,حيا+ت+ي .,حياتي.,,حيا+ت+ي,
,حيلة,حيل+ة,حيل+ة,,حيل+ة,
,حيله),حيل+ه ),حيله),,حيل+ه,
,حين,حين,حين,,حين,
,حيوان,حيوان,حيوان,,حيوان,
1,خاابرني,خاابرني,خاابرن+ي,,خاابر+ني,
1,خابرنا”,خابر+نا ”,خابرنا”,,خابر+نا,
,خاص,خاص,خاص,,خاص,
,خاصة?,خاص+ة ?,خاصة?,,خاص+ة,
,خاطر,خاطر,خاطر,,خاطر,
,خاطري,خاطر+ي,خاطر+ي,,خاطر+ي,
,خافي,خافي,خاف+ي,,خاف+ي,
,خالد,خالد,خالد,,خالد,
,خالعه,خالع+ه,خالع+ه,,خالع+ه,
,خالي,خال+ي,خال+ي,,خال+ي,
,خبار,خبار,خبار,,خبار,
,خبر,خبر,خبر,,خبر,
,خخخخههههه,خخخخههههه,خخخخهههه+ه,,خخخخههههه,
,خذ,خذ,خذ,,خذ,
,خذوها,خذو+ها,خذ+و+ها,,خذ+و+ها,
1,خذيته,خذي+ت+ه,خذي+ت+ه,,خذ+يت+ه,x
,خربهم,خرب+هم,خرب+هم,,خرب+هم,
,خروف,خروف,خروف,,خروف,
,خسارته,خسار+ت+ه,خسار+ت+ه,,خسار+ت+ه,
,خسرته,خسر+ت+ه,خسر+ت+ه,,خسر+ت+ه,
,خصوصا,خصوص+ا,خصوص+ا,,خصوص+ا,
,خصوصيات,خصوصي+ات,خصوصي+ات,,خصوصي+ات,
,خط,خط,خط,,خط,
,خطاب,خطاب,خطاب,,خطاب,
,خطاك,خطا+ك,خط+ا+ك,,خطا+ك,x
,خف,خف,خف,,خف,
,خفيفات,خفيف+ات,خفيف+ات,,خفيف+ات,
,خل,خل,خل,,خل,
,خلاص,خلاص,خلاص,,خلاص,
,خـلاق,خلاق,خلاق,,خلاق,
,خلصت:).,خلص+ت : ) .,خلصت:).,,خلص+ت,
,خلق,خلق,خلق,,خلق,
,خلقت,خلق+ت,خلق+ت,,خلق+ت,
,خلقها,خلق+ها,خلق+ها,,خلق+ها,
1,خلك,خلك,خل+ك,,خل+ك,
x,خلوا,خلو+ا,خلو+ا,,خل+وا,
,خلوها,خلو+ها,خل+و+ها,,خل+و+ها,
,خمس,خمس,خمس,,خمس,
,خنقتـه,خنق+ت+ه,خنق+ت+ه,,خل+و+ها,
,خواطرنا,خواطر+نا,خواطر+نا,,خل+و+ها,
,خوف,خوف,خوف,,خوف,
x,خيالي,خيالي,خيال+ي,,خيال+ي,
,خير,خير,خير,,خير,
1,خيرة,خير+ة,خير+ة,,خير+ة,من تغير يجيب الله ألف غيرة ،ومن نسى ماني بحاجته لا ذكر،يمكن انه في غيابه ألف خيرة ،والعمر ما يوقف على غيبة بشر?
x,دااخلة,دااخلة,دااخلة,,دااخل+ة,
x,دااشوفها,دااشوفها,دااشوفه+ا,,دااشوف+ها,
x,داام,داام,داام,,داام,
1,داحل,داحل,داحل,,داحل,
,داخلي,داخلي,داخل+ي,,داخل+ي,
1,دارج..,دارج . .,دارج..,,دارج . .,يعني عادي اكون قاعدة وياج وابتسم لج واسوي روحي فاهمة وانا ولا ادري عن هوا دارج..
,داعي,داعي,داعي,,داعي,
,داليندا,داليندا,داليند+ا,,داليندا,
,دام,دام,دام,,دام,
1,دامك,دام+ك,دام+ك,,دام+ك,x
,دايم,دايم,دايم,,دايم,
,دايماً,دايم+ا,دايم+ا,,دايم+ا,
,دب,دب,دب,,دب,
,دبي,دبي,دبي,,دبي,
,دخل,دخل,دخل,,دخل,
,دخلتي,دخل+ت+ي,دخل+ت+ي,,دخل+ت+ي,
,دربك,درب+ك,درب+ك,,درب+ك,
,درس,درس,درس,,درس,
,درس:),درس : ),درس:),,درس,
,درسيني,درسيني,درس+ي+ني,,درس+ي+ني,
x,درى,درى,در+ى,,درى,spellling error
,دعم,دعم,دعم,,دعم,
x,دعيت,دعي+ت,دعي+ت,,دعي+ت,
x,دعيتك,دعي+ت+ك,دعي+ت+ك,,دعي+ت+ك,
,دقايق,دقايق,دقايق,,دقايق,
,دقيقة,دقيق+ة,دقيق+ة,,دقيق+ة,
x,دقيقة.,دقيق+ة .,دقيقة.,,دقيق+ة,
,دمعة,دمع+ة,دمع+ة,,دمع+ة,
,دمعةٍ,دمع+ة,دمع+ة,,دمع+ة,
,دمه,دم+ه,دم+ه,,دم+ه,
,دموعي,دموع+ي,دموع+ي,,دموع+ي,
,دنياي,دني+ا+ي,دنيا+ي,,دنيا+ي,
x,دنيتيّ?.,دني+ت+ي ? .,دنيتي?.,,دني+ت+ي ? .,
,دوا,دوا,دوا,,دوا,
x,دوانيه,دواني+ه,دواني+ه,,دواني+ه,"ديوانية
"
,دور,دور,دور,,دور,
x,دورية,دوري+ة,دوري+ة,,دوري+ة,
,دولارات,دولار+ات,دولار+ات,,دولار+ات,
2,دونغهي,دونغهي,دونغهي,,دونغهي,
,دونك,دون+ك,دون+ك,,دون+ك,
1,دووم,دووم,دووم,,دووم,
,ديرة,دير+ة,دير+ة,,دير+ة,
,ديما,ديما,ديم+ا,,ديما,proper noun (ديما)
,ذا,ذا,ذا,,ذا,
,ذاك,ذاك,ذا+ك,,ذاك,
x,ذبانہ,ذبان ہ,ذبانہ,,ذبان+ہ,
1,ذعـاذيـع,ذعاذيع,ذعاذيع,,ذعاذيع,
x,ذكر،يمكن,ذكر ، يمكن,ذكر،يمكن,,ذكر ، يمكن,
,ذكراك,ذكرا+ك,ذكر+ا+ك,,ذكرا+ك,
,ذكرته,ذكر+ت+ه,ذكر+ت+ه,,ذكر+ت+ه,
,ذكريات,ذكري+ات,ذكري+ات,,ذكري+ات,
,ذكرياتي,ذكري+ات+ي,ذكريات+ي,,ذكري+ات+ي,
,ذلاتي,ذل+ات+ي,ذلا+تي,,ذل+ات+ي,x
,ذنب,ذنب,ذنب,,ذنب,
,ذنبك,ذنب+ك,ذنب+ك,,ذنب+ك,
,ذي,ذي,ذي,,ذي,
1,ذيب,ذيب,ذيب,,ذيب,
1,ذيلن,ذيلن,ذيلن,,ذيلن,these
,رأي,رأي,رأي,,رأي,
,رئيس,رئيس,رئيس,,رئيس,
,رااااح,رااااح,رااااح,,راح,
,راح,راح,راح,,راح,
,راحتك,راح+ت+ك,راح+ت+ك,,راح+ت+ك,x
,راس,راس,راس,,راس,
,راسك،،,راس+ك ، ،,راسك،،,,راس+ك,
,راسهم,راس+هم,راس+هم,,راس+هم,
,راسي,راسي,راس+ي,,راس+ي,
,راضي,راضي,راضي,,راضي,
,راعية,راعي+ة,راعي+ة,,راعي+ة,
1,رافجوني,رافجوني,رافجون+ي,,رافج+و+ني,x
1,راوني,راوني,راو+ني,,راو+ني,x
,رايح,رايح,رايح,,رايح,
,رايحه,رايح+ه,رايح+ه,,رايح+ه,
,رايحين,رايح+ين,رايح+ين,,رايح+ين,
1,رايد,رايد,رايد,,رايد,x
1,رايف,رايف,رايف,,رايف,x
,رايق,رايق,رايق,,رايق,
,رب,رب,رب,,رب,
1,ربع,ربع,ربع,,ربع,
1,ربعج,ربعج,ربعج,,ربع+ج,
1,ربعك,ربع+ك,ربع+ك,,ربع+ك,
1,ربعهم,ربع+هم,ربع+هم,,ربع+هم,
1,ربعي,ربعي,ربع+ي,,ربع+ي,
,ربك,ربك,رب+ك,,رب+ك,
,ربه,رب+ه,رب+ه,,رب+ه,
,ربي,رب+ي,ربي,,رب+ي,
x,ربيت,ربي+ت,ربي+ت,,ربي+ت,
,رجـا,رجا,رجا,,رجا,
,رجاء,رجاء,رجاء,,رجاء,
,رجال,رجال,رجال,,رجال,
,رحل,رحل,رحل,,رحل,
,رد,رد,رد,,رد,
,رده,رد+ه,رد+ه,,رد+ه,
,ردود,ردود,ردود,,ردود,
,ردوده,ردود+ه,ردود+ه,,ردود+ه,
,رز,رز,رز,,رز,
,رزقي,رزق+ي,رزق+ي,,رزق+ي,
,رسام,رسام,رسام,,رسام,
,رسل,رسل,رسل,,رسل,
x,رسميه,رسمي+ه,رسمي+ه,,رسمي+ه,
x,رضينا,رضي+نا,رضي+نا,,رضي+نا,
,رغم,رغم,رغم,,رغم,
x,"رقاها""","رقا+ها ""","رقاها""",,"رقا+ها """,
,رقصها,رقص+ها,رقص+ها,,رقص+ها,
,رقم,رقم,رقم,,رقم,
,رقمك,رقم+ك,رقم+ك,,رقم+ك,
,رقيق,رقيق,رقيق,,رقيق,
1,ركص,ركص,ركص,,ركص,"رقص
"
1,ركونه,ركون+ه,ركون+ه,,ركون+ه,
1,رمليه,رملي+ه,رملي+ه,,رملي+ه,x
,رهين,رهين,رهين,,رهين,
,روتينية,روتيني+ة,روتيني+ة,,روتيني+ة,
,روج,روج,روج,,روج,
,روح,روح,روح,,روح,
x,روحتْگ,روح+ت گ,روحتگ,,روح+ت+گ,
,روحي,روح+ي,روحي,,روح+ي,
,روعة,روع+ة,روع+ة,,روع+ة,
,رومنسيات,رومنسي+ات,رومنسي+ات,,رومنسي+ات,
2,روني,روني,روني,,روني,Roni
,ريت,ري+ت,ري+ت,,ريت,"ليت
"
2,ريتويت,ريتويت,ريتويت,,ريتويت,
,ريحة,ريح+ة,ريح+ة,,ريح+ة,
,ريحتهم,ريح+ت+هم,ريح+ت+هم,,ريح+ت+هم,x
,ريحه,ريح+ه,ريح+ه,,ريح+ه,
,ريش,ريش,ريش,,ريش,
1,ريلها,ريل+ها,ريل+ها,,ريل+ها,
2,ريميكس,ريميكس,ريميكس,,ريميكس,
,زآد,زآد,زآد,,زآد,
,زائفه,زائف+ه,زائف+ه,,زائف+ه,
,زحمة,زحم+ة,زحم+ة,,زحم+ة,
,زد,زد,زد,,زد,
,زعلان,زعلان,زعلان,,زعلان,
,زلاتك,زل+ات+ك,زل+ات+ك,,زل+ات+ك,
,زله,زل+ه,زل+ه,,زل+ه,
,زمان,زمان,زمان,,زمان,
,زماني,زماني,زم+ان+ي,,زمان+ي,
,زملائه,زملائ+ه,زملائ+ه,,زملائ+ه,
,زهراء.,زهراء .,زهراء.,,زهراء,
,زوجها,زوج+ها,زوج+ها,,زوج+ها,
,زى,زى,زى,,Egyptian,سيمور يجنن بردة الصراحة فى كتير منهم صوتهم روعة زى عمار خطاب ومروه ناجى
,زي,زي,زي,,زي,
,زياد,زياد,زياد,,زياد,
,زياده,زياد+ه,زياد+ه,,زياد+ه,
2,زيس,زيس,زيس,,زيس,
2,زيّك,زيك,زي+ك,,زي+ك,
,زين,زين,زين,,زين,
x,زيين,زي+ين,زي+ين,,زيين,
x,سآمجهه,سآمجهه,سآمجه+ه,,سامج+ه,
,سؤال,سؤال,سؤال,,سؤال,
,سؤال.,سؤال .,سؤال.,,سؤال,
,سئلتة,سئلت+ة,سئل+ت+ة,,سئل+ت+ة,
x,سااعہ,سااع ہ,سااعہ,,سااع+ہ,
,سارح,سارح,سارح,,سارح,
,ساعات,ساع+ات,ساع+ات,,ساع+ات,x
,ساعة,ساع+ة,ساع+ة,,ساع+ة,x
,ساعدوهم,ساعدوهم,ساعد+و+هم,,ساعد+و+هم,
,ساكته,ساكت+ه,ساكت+ه,,ساكت+ه,
1,سالفة,سالف+ة,سالف+ة,,سالف+ة,x
,سالم,سالم,سالم,,سالم,
,سامر,سامر,سامر,,سامر,
2,سايرس,سايرس,سايرس,,سايرس,
1,سبتك,سب+ت+ك,سب+ت+ك,,سب+ت+ك,
1,سبتني,سبتني,سبت+ني,,سبت+ني,
,ستاره,ستار+ه,ستار+ه,,ستار+ه,
,ستروا,ستر+وا,ستر+وا,,ستر+وا,استروا على نفسكو
1,سجاجين,سجاجين,سجاج+ين,,سجاجين,x
,سجدت,سجد+ت,سجد+ت,,سجد+ت,
,سجل,سجل,سجل,,سجل,
,سجلوا,سجل+وا,سجل+وا,,سجل+وا,
,سحر,سحر,سحر,,سحر,
,سداسية,سداسي+ة,سداسي+ة,,سداسي+ة,
,سرح,سرح,سرح,,سرح,
x,سرقتہ,سرق+ت ہ,سرقتہ,,سرق+ت+ہ,
,سروال,سروال,سروال,,سروال,
,سعادة,سعاد+ة,سعاد+ة,,سعاد+ة,x
x,سعادةة,سعادة+ة,سعادة+ة,,سعاد+ةة,spellling error
,سعادتي,سعاد+ت+ي,سعاد+تي,,سعاد+ت+ي,
1,سعودي,سعودي,سعود+ي,,سعود+ي,
,سعوديين,سعودي+ين,سعودي+ين,,سعودي+ين,
,سكرتيره,سكرتير+ه,سكرتير+ه,,سكرتير+ه,
,سكن,سكن,سكن,,سكن,
,سكـوتـي,سكوتي,سكوت+ي,,سكوت+ي,
,سلبيه,سلبي+ه,سلبي+ه,,سلبي+ه,
,سلم,سلم,سلم,,سلم,
x,سمايا...,سمايا . . .,سمايا...,,سما+يا,
,سمحت,سمح+ت,سمح+ت,,سمح+ت,
2,سمستر,سمستر,سمستر,,سمستر,
,سمعت,سمع+ت,سمع+ت,,سمع+ت,
,سمك,سمك,سمك,,سمك,
,سمو,سمو,سم+و,,سمو,
1,سموعه..,سموع+ه . .,سموعه..,,سموع+ه,
x,سميت,سمي+ت,سمي+ت,,سمي+ت,
,سنة,سن+ة,سن+ة,,سن+ة,
1,سنع,س+نع,سنع,,سنع,
x,سنه,سن+ه,سن+ه,,سن+ه,
,سني,سني,سن+ي,,سن+ي,
,سنين,سن+ين,سنين,,سنين,
,سنينك,سنين+ك,سنين+ك,,سنين+ك,
,سنيني,سنين+ي,سنين+ي,,سنين+ي,
,سهام,سهام,سهام,,سهام,
,سهـر,سهر,سهر,,سهر,
,سهران,سهران,سهران,,سهران,
,سهل,سهل,سهل,,سهل,
,سهّل,سهل,سهل,,سهل,
,سوا,سوا,سو+ا,,سوا,x
1,سوالف,سوالف,سوالف,,سوالف,سوالف
1,سواليفك,سواليفك,سواليف+ك,,سواليف+ك,
,سـود,سود,سود,,سود,
,سود,سود,سود,,سود,
,سوداني,سوداني,سود+ان+ي,,سودان+ي,
,سوف,سوف,سوف,,سوف,
1,سوو,سوو,سو+و,,سو+و,
1,سوولي,سوولي,سوول+ي,,سو+و+ل+ي,
1,سوى,سوى,سوى,,سوى,غير
,سوي,سوي,سو+ي,,سو+ي,
,سويت,سوي+ت,سوي+ت,,سوي+ت,
1,سيارة,سيار+ة,سيار+ة,,سيار+ة,
,سيارتك,سيار+ت+ك,سيار+ت+ك,,سيار+ت+ك,
,سياره,سيار+ه,سيار+ه,,سيار+ه,
,سياق,سياق,سياق,,سياق,
2,سيمور,سيمور,سيمور,,سيمور,
,شؤون,شؤون,شؤون,,شؤون,
,شئ,شئ,شئ,,شئ,
,شارع,شارع,شارع,,شارع,
,شارعكم,شارع+كم,شارع+كم,,شارع+كم,
,شاعر,شاعر,شاعر,,شاعر,
,شــاعــر,شاعر,شاعر,,شاعر,
,شاف,شاف,شاف,,شاف,
,شان,شان,شان,,شان,
,شاي,شاي,شاي,,شاي,
1,شايب,شايب,شايب,,شايب,
,شايف,شايف,شايف,,شايف,
,شايفه,شايف+ه,شايف+ه,,شايف+ه,
,شايله,شايل+ه,شايل+ه,,شايل+ه,
,شباب,شباب,شباب,,شباب,
,شبحك,شبح+ك,شبح+ك,,شبح+ك,
,شبعان??,شبعان ? ?,شبعان??,,شبعان,
,شبعان???????,شبعان ? ? ? ? ? ? ?,شبعان???????,,شبعان,
,شبعانه,شبعان+ه,شبع+ان+ه,,شبعان+ه,
,شتاء,شتاء,شتاء,,شتاء,
1,شتخلي,شتخلي,ش+تخل+ي,,ش+تخل+ي,x
1,شترقع,شترقع,شترقع,,ش+ترقع,
1,شتهبب,شتهبب,شتهبب,,ش+تهبب,
,شخص,شخص,شخص,,شخص,
,شخص؟,شخص ؟,شخص؟,,شخص,
,شخصيا,شخصي+ا,شخص+يا,,شخص+ي+ا,x
,شخصيه,شخصي+ه,شخصي+ه,,شخص+ي+ه,
,شخير,شخير,شخير,,شخير,
,شد,شد,شد,,شد,
,شديده..,شديد+ه . .,شديده..,,شديد+ه,
,شربت,شرب+ت,شرب+ت,,شرب+ت,
,شرطه,شرط+ه,شرط+ه,,شرط+ه,
,شركة,شرك+ة,شرك+ة,,شرك+ة,
,شريك,شريك,شر+ي+ك,,شريك,
1,شسمه..,شسمه . .,شسمه..,,ش+سم+ه,
1,شسوي,شسوي,شسو+ي,,ش+سوي,
1,شسويت,شسويت,شسوي+ت,,ش+سو+ي+ت,xx
1,شصاير,شصاير,شصاير,,ش+صاير,
,شطبنا,شطب+نا,شطب+نا,,شطب+نا,
,شعرك,شعر+ك,شعر+ك,,شعر+ك,
,شعور,شعور,شعور,,شعور,
x,شعور”انتي,شعور ” انتي,شعور”ان+تي,,شعور ” انت+ي,
,شعوري,شعوري,شعور+ي,,شعور+ي,
,شغال,شغال,شغال,,شغال,
,شغلي?.,شغل+ي ? .,شغلي?.,,شغل+ي,
,شفايفك,شفايف+ك,شفايف+ك,,شفايف+ك,
1,شفت,شفت,شفت,,شف+ت,xx
,شفتك,شف+ت+ك,شفت+ك,,شف+ت+ك,x
,شفتـه,شف+ت+ه,شفت+ه,,شف+ت+ه,x
,شفته,شف+ت+ه,شفت+ه,,شف+ت+ه,x
1,شفتوني,شفتوني,شفتون+ي,,شفت+و+ني,
,شفتي,شفت+ي,شفت+ي,,شف+ت+ي,x
,شفناك,شفناك,شفن+ا+ك,,شف+نا+ك,x
,شقتنا,شق+ت+نا,شق+ت+نا,,شق+ت+نا,x
1,شكثر,شكثر,شكثر,,ش+كثر,
1,شكد,شكد,شكد,,شكد,x
,شكر,شكر,شكر,,شكر,
,شكل,شكل,شكل,,شكل,
,شكلك,شكل+ك,شكل+ك,,شكل+ك,
,شكلنا,شكل+نا,شكل+نا,,شكل+نا,
,شكله,شكل+ه,شكل+ه,,شكل+ه,
,شكلها,شكل+ها,شكل+ها,,شكل+ها,
1,شكو,شكو,شك+و,,شكو,x
2,شكيرا,شكير+ا,شكير+ا,,شكيرا,
x,شكينا,شكين+ا,شك+ي+نا,,شك+ي+نا,
1,شلت,شل+ت,شلت,,شلت,Hamdy
1,شلون,شل+ون,شلون,,شلون,
x,شمسي,شمسي,شمس+ي,,شمسي,
,شنب,شنب,شنب,,شنب,
1,شنهي,شنهي,شنه+ي,,شنهي,x
1,شنو,شنو,شن+و,,شنو,x
,شهيد,شهيد,شهيد,,شهيد,
,شوارع,شوارع,شوارع,,شوارع,
1,شوري,شوري,شور+ي,,شور+ي,x
,شوف,شوف,شوف,,شوف,
1,شوفك,شوف+ك,شوف+ك,,شوف+ك,x
x,شوفہ,شوف ہ,شوفہ,,شوف+ہ,
,شوفوا,شوف+وا,شوف+وا,,شوف+وا,
,شوفي,شوف+ي,شوف+ي,,شوف+ي,
,شوق,شوق,شوق,,شوق,
1,شوي,شوي,شوي,,شوي,x
1,شـوي,شوي,شوي,,شوي,x
1,شوية,شوي+ة,شوي+ة,,شوي+ة,x
1,شويه,شوي+ه,شوي+ه,,شوي+ه,x
1,شـي,شي,شي,,شي,x
1,شي,شي,شي,,شي,
1,شيٍ,شي,شي,,شي,x
,شيء,شيء,شيء,,شيء,
,شيخ,شيخ,شيخ,,شيخ,
x,شيعي,شيعي,شيعي,,شيعي,
1,شين,شين,شين,,شين,"x
"
1,صآير,صآير,صآير,,صآير,
,صاحبنا,صاحب+نا,صاحب+نا,,صاحب+نا,
,صار,صار,صار,,صار,
1,صارت,صار+ت,صار+ت,,صار+ت,
,صب,صب,صب,,صب,
,صباح,صباح,صباح,,صباح,
,صباحاتي,صباح+ات+ي,صباحا+تي,,صباح+ات+ي,
,صباحكم,صباح+كم,صباح+كم,,صباح+كم,
,صباحي,صباحي,صباح+ي,,صباح+ي,
1,صبو,صبو,صب+و,,صب+و,
,صبور,صبور,صبور,,صبور,
1,صج,صج,صج,,صج,
,صح,صح,صح,,صح,
,صحتك,صح+ت+ك,صح+ت+ك,,صح+ت+ك,
x,صحيت,صحي+ت,صحي+ت,,صحي+ت,
,صحيح,صحيح,صحيح,,صحيح,
,صداقاتك,صداق+ات+ك,صداق+ات+ك,,صداق+ات+ك,
,صدر,صدر,صدر,,صدر,
,صدره,صدر+ه,صدر+ه,,صدر+ه,
,صدري,صدري,صدر+ي,,صدر+ي,
x,صدز,صدز,صدز,,صدز,
,صدق,صدق,صدق,,صدق,
,صديق,صديق,صديق,,صديق,
,صديقي,صديق+ي,صديق+ي,,صديق+ي,
1,صرت,صر+ت,صر+ت,,صرت,x
,صعب,صعب,صعب,,صعب,
,صعبه,صعب+ه,صعب+ه,,صعب+ه,
,صعيب,صعيب,صعيب,,صعيب,
,صغيره,صغير+ه,صغير+ه,,صغير+ه,
,صفااااتك,صفااااتك,صفااا+ات+ك,,صف+ات+ك,
,صلاتك,صلا+ت+ك,صل+ات+ك,,صل+ات+ك,
,صلاه,صلا+ه,صل+اه,,صلا+ه,
x,صلصه،,صلص+ه ،,صلصه،,,صلص+ه,
,صنف,صنف,صنف,,صوب,
,صواريخ,صواريخ,صواريخ,,صوب,
,صوب,صوب,صوب,,صوب,
,صوبك,صوب+ك,صوب+ك,,صوب+ك,
,صوت,صوت,صوت,,صوت,
,صوته,صوت+ه,صوت+ه,,صوت+ه,
,صوتهم,صوت+هم,صوت+هم,,صوت+هم,
,صوتي,صوتي,صوت+ي,,صوت+ي,
,صور,صور,صور,,صور,صور
,صورتكم,صور+ت+كم,صور+ت+كم,,صور+ت+كم,
,صورته,صور+ت+ه,صور+ت+ه,,صور+ت+ه,
,صورتي,صورتي,صور+تي,,صور+ت+ي,
,صورتي؟,صورتي ؟,صورتي؟,,صور+ت+ي,
,صورني,صورني,صور+ني,,صور+ني,
,صوره,صور+ه,صور+ه,,صور+ه,
x,ضاحي,ضاحي,ضاحي,,ضاحي,
,ضاع,ضاع,ضاع,,ضاع,
,ضحك,ضحك,ضحك,,ضحك,
,ضحكت,ضحك+ت,ضحك+ت,,ضحك+ت,
,ضد,ضد,ضد,,ضد,
,ضربوا,ضرب+وا,ضرب+وا,,ضرب+وا,
1,ضروف,ضروف,ضروف,,ضروف,
,ضعفهُم,ضعف+هم,ضعف+هم,,ضعف+هم,
x,ضقتي,ضقتي,ضق+تي,,ضقت+ي,
,ضمن,ضمن,ضمن,,ضمن,
,ضميري,ضمير+ي,ضمير+ي,,ضمير+ي,
1,ضني,ضني,ضن+ي,,ضني,x
x,ضنيني!,ضنين+ي !,ضنيني!,,ضنين+ي,
,ضيق,ضيق,ضيق,,ضيق,
,ضيقة,ضيق+ة,ضيق+ة,,ضيق+ة,
,ضيقتي,ضيق+ت+ي,ضيق+تي,,ضيق+ت+ي,
,طَاع,طاع,طاع,,طاع,
1,طايحين,طايحين,طايح+ين,,طايح+ين,
,طب,طب,طب,,طب,
,طبطبه,طبطب+ه,طبطب+ه,,طبطب+ه,
,طبعك,طبع+ك,طبع+ك,,طبع+ك,
,طبعي,طبعي,طبع+ي,,طبع+ي,
,طبوعه..,طبوع+ه . .,طبوعه..,,طبوع+ه,
,طريق,طريق,طريق,,طريق,
,طعون,طعون,طعون,,طعون,
,طفلين,طفل+ين,طفل+ين,,طفل+ين,
1,طلاتك,طلا+ت+ك,طل+ات+ك,,طل+ات+ك,x
,طلع,طلع,طلع,,طلع,
,طلعت,طلع+ت,طلع+ت,,طلع+ت,
x,طلعن,طلعن,طلعن,,طلع+ن,
1,طنش,طنش,طن+ش,,طنش,
,طول,طول,طول,,طول,
,طول.”,طول . ”,طول.”,,طول,
1,طويق,طويق,طويق,,طويق,
,طيارات,طيار+ات,طيار+ات,,طيار+ات,
,طيب,طيب,طيب,,طيب,
1,طيعي,طيع+ي,طيع+ي,,طيع+ي,x
1,طيوفك,طيوف+ك,طيوف+ك,,طيوف+ك,
,ظروف,ظروف,ظروف,,ظروف,
,ظروفك,ظروف+ك,ظروف+ك,,ظروف+ك,
,ظل,ظل,ظل,,ظل,
,ظن,ظن,ظن,,ظن,
,ظني,ظن+ي,ظن+ي,,ظن+ي,
1,ظهريه,ظهري+ه,ظهري+ه,,ظهري+ه,x
,ع,ع,ع,,ع,
,عآلم,عآلم,ع+آلم,,عآلم,
,عآملني,عآملني,عآمل+ني,,عآمل+ني,
x,عاام,عاام,عاام,,عاام,
,عاجبته,عاجب+ت+ه,عاجب+ت+ه,,عاجب+ت+ه,
,عاد,عاد,ع+اد,,عاد,
,عاد!,عاد !,عاد!,,عاد,
,عادي,عادي,عادي,,عادي,
,عارف,عارف,عارف,,عارف,
,عاش,عاش,عاش,,عاش,
,عاصفه,عاصف+ه,عاصف+ه,,عاصف+ه,
,عالأبواب,عالأبواب,عالأبواب,,ع+الأبواب,
,عالم,عالم,عالم,,عالم,
,عاليه,عاليه,عالي+ه,,عالي+ه,
,عانقني,عانقني,عانق+ني,,عانق+ني,
,عايشين,عايش+ين,عايش+ين,,عايش+ين,
,عبارات,عبار+ات,عبار+ات,,عبار+ات,x
,عبالهمم,عبالهمم,عبالهمم,,ع+بال+هم,x
,عبدالله,عبدالله,عبدالله,,عبدالله,
,عتريس,عتريس,ع+تريس,,عتريس,
x,عججزت,عججزت,عججز+ت,,عجز+ت,
,عدوى,عدوى,عدو+ى,,عدوى,
1,عديمين,عديم+ين,عديم+ين,,عديم+ين,
,عذرك,عذر+ك,عذر+ك,,عذر+ك,
,عذره,عذر+ه,عذر+ه,,عذر+ه,
1,عراضه,عراض+ه,عراض+ه,,عراض+ه,x
1,عرس,عرس,عرس,,عرس,
,عرف,عرف,عرف,,عرف,
,عرفت,عرف+ت,عرف+ت,,عرف+ت,
,عرفني,عرفني,عرف+ني,,عرف+ني,
,عرق,عرق,عرق,,عرق,
1,عزازي,عزازي,عزازي,,عزاز+ي,x
1,عسب,عسب,ع+سب,,عسب,
,عسر,عسر,ع+سر,,عسر,
,عسى,عسى,عسى,,عسى,
1,عشان,عشان,عشان,,عشان,
1,عشانهم,عشان+هم,عش+ان+هم,,عشان+هم,
1,عشاني,عشاني,عش+ان+ي,,عشاني,
1,عِشرة,عشر+ة,عشر+ة,,عشر+ة,x
x,عشرين,عشر+ين,عشر+ين,,عشرين,
,عشق,عشق,عشق,,عشق,
,عشقتك,عشق+ت+ك,عشق+ت+ك,,عشق+ت+ك,
,عشقك,عشق+ك,عشق+ك,,عشق+ك,
x,عصبي,عصبي,عصب+ي,,عصبي,
,عصفور,عصفور,عصفور,,عصفور,
1,عط,عط,عط,,عط,
,عطله,عطل+ه,عطل+ه,,عطل+ه,
1,عطوها,عطو+ها,عطو+ها,,عطو+ها,
x,عفت,عف+ت,ع+فت,,عف+ت,
,عقب,عقب,عقب,,عقب,
1,عقبي,عقبي,عقب+ي,,عقب+ي,
,عل,عل,عل,,عل,
,علاقاتهم,علاق+ات+هم,علاقا+ت+هم,,علاق+ات+هم,
,علاقة,علاق+ة,علاق+ة,,علاق+ة,
1,علاقتج,علاقتج,علاقتج,,علاق+ت+ج,
,علاقه,علاق+ه,علاق+ه,,علاق+ه,
1,علاوي,علاوي,علاو+ي,,علاوي,x
,علشان,علشان,علشان,,علشان,
,علق,علق,علق,,علق,
